"ID Rotulo","Referencia","Color","Tipo","Capas","Pedido","GramosGranel","JuegosGranel","FechaProducción","fechaIngreso"
"13813","3C-S","A4 ZEN","Diente","2C","","60","48.8","","6/19/2024 12:53"
"13819","43D-S","A4 ZEN","Diente","2C","","128","97","","6/19/2024 12:53"
"25448","30M-S","62","Muela","2C","10727","48","25.9","8/15/2023","6/19/2024 12:53"
"35809","PF-S","62","Muela","2C","11028","90","32.3","3/16/2024","6/19/2024 12:52"
"16449","PF-S","62","Muela","2C","","148","53","3/6/2023","6/19/2024 12:52"
"32580","D-I","A4","Diente","2C","ZENITH","24","26.1","1/11/2024","6/19/2024 12:52"
"21580","30M-S","62","Muela","2C","10550","127","68.6","6/5/2023","6/19/2024 18:02"
"14137","268-S","65","Diente","2C","","29","11","","6/19/2024 12:51"
"20219","30M-I","62","Muela","2C","10550","28","14.1","5/11/2023","6/19/2024 12:51"
"14149","137-S","D3 ZEN","Diente","2C","","62","32.5","","6/20/2024 11:18"
"29539","D-I","A4","Diente","2C","10936-10712","15","16.3","11/1/2023","6/19/2024 12:51"
"37405","267-S","65","Diente","2C","11074","103","44.4","4/23/2024","6/19/2024 12:51"
"14100","30M-I","62","Muela","2C","","23","11.6","","6/19/2024 12:51"
"38657","C-I","A4 ZEN","Diente","2C","","57","62","","6/19/2024 12:50"
"34600","PF-I","62","Muela","2C","11028","72","24.1","2/21/2024","6/19/2024 12:50"
"30780","34L-S","65","Muela","2C","","242","81.8","11/29/2023","6/19/2024 12:50"
"36042","34L-I","65","Muela","2C","11028","259","79.7","3/21/2024","6/19/2024 12:50"
"35810","PF-I","62","Muela","2C","11028","24","8","3/16/2024","6/19/2024 12:50"
"25628","34L-I","65","Muela","2C","","219","67.4","8/18/2023","6/19/2024 12:50"
"13824","43D-S","A4 ZEN","Diente","2C","","155","117.4","","6/19/2024 12:50"
"13828","MV-I","A4 ZEN","Muela","2C","","86","45","","6/19/2024 12:49"
"14105","30M-S","62","Muela","2C","","45","24.3","","6/19/2024 12:49"
"23332","Z28-S","A4","Muela","2C","","34","19.4","6/19/2023","6/19/2024 12:49"
"21482","30M-I","62","Muela","2C","10550","105","52.8","6/3/2023","6/19/2024 12:49"
"13835","Z28-I","A4","Muela","2C","","25","13","","6/19/2024 12:49"
"19767","30M-S","62","Muela","2C","10550","24","13","5/3/2023","6/19/2024 12:48"
"3435","Z28-I","A4","Muela","2C","ZENITH","33","17.2","8/20/2022","6/19/2024 12:48"
"25745","PDS-S","65","Muela","2C","10907","116","50.4","8/22/2023","6/19/2024 12:48"
"19768","30M-I","62","Muela","2C","10550","30","15.1","5/3/2023","6/19/2024 12:48"
"4486","PDS-I","62","Muela","2C","KELASI","88","38.3","9/6/2022","6/19/2024 12:47"
"34679","PDS-I","62","Muela","2C","11028","131","57","2/23/2024","6/19/2024 12:47"
"38670","A26-S","A1 ZEN","Diente","2C","","52","36.6","","6/19/2024 12:47"
"14097","31L-I","65","Muela","2C","","922","307.3","","6/19/2024 12:47"
"34905","3P-I","65","Diente","2C","11028","29","25.4","2/28/2024","6/19/2024 12:46"
"26787","2P-I","A1 ZEN","Diente","2C","10758","57","52.8","9/13/2023","6/19/2024 12:46"
"37726","3P-S","65","Diente","2C","11074","52","32.9","4/29/2024","6/20/2024 12:16"
"32121","Z28-S","A3,5","Muela","2C","10989","13","7.4","12/27/2023","6/19/2024 12:46"
"7438","2P-S","65","Diente","2C","NAL 2C","51","29.7","10/25/2022","6/19/2024 12:45"
"29926","Z28-S","A3,5","Muela","2C","10936-10712","30","17.1","11/9/2023","6/19/2024 12:45"
"13704","3P-I","A1 ZEN","Diente","2C","","36","31.6","","6/19/2024 12:45"
"36125","31Z-S","62","Muela","2C","11028","62","31.5","3/22/2024","6/19/2024 12:45"
"13741","3B-S","A1 ZEN","Diente","2C","","56","60.9","","6/19/2024 12:45"
"23801","Z28-S","A3,5","Muela","2C","10632","26","14.9","7/14/2023","6/19/2024 12:45"
"19304","3N-I","65","Diente","2C","10550","13","15.9","4/26/2023","6/19/2024 12:45"
"36187","31Z-S","62","Muela","2C","11028","26","13.2","3/24/2024","6/19/2024 12:45"
"15900","3N-I","65","Diente","2C","10531","38","46.3","2/24/2023","6/19/2024 12:45"
"22229","Z30-S","A3,5","Muela","2C","10623","205","107.9","6/15/2023","6/19/2024 12:45"
"13707","A25-I","A1 ZEN","Diente","2C","","48","43.6","","6/19/2024 12:44"
"25778","32M-S","62","Muela","2C","10907","60","30.6","8/22/2023","6/19/2024 12:44"
"30433","3N-S","65","Diente","2C","","99","73.3","11/21/2023","6/19/2024 12:44"
"13702","3P-I","A1 ZEN","Diente","2C","","60","52.6","","6/19/2024 12:44"
"34976","32M-S","62","Muela","2C","11028","114","58.2","3/1/2024","6/19/2024 12:44"
"15901","3M-I","65","Diente","2C","10531","74","96.1","2/24/2023","6/19/2024 12:44"
"27169","224Z-S","A3,5","Diente","2C","10758","39","32.8","9/20/2023","6/19/2024 12:44"
"8510","224Z-S","A3,5","Diente","2C","ZENITH","18","15.1","11/12/2022","6/19/2024 12:44"
"21386","3M-I","65","Diente","2C","10550","97","126","6/2/2023","6/19/2024 17:44"
"13834","3D-I","A3,5 ZEN","Diente","2C","","13","15.3","","6/19/2024 17:43"
"37753","3M-S","65","Diente","2C","11074","93","104.5","4/29/2024","6/19/2024 12:42"
"36408","31Z-I","62","Muela","2C","11028","116","51.8","3/27/2024","6/19/2024 12:42"
"21621","3M-I","65","Diente","2C","10550","50","64.9","6/6/2023","6/19/2024 12:42"
"16174","3N-I","65","Diente","2C","10531","29","35.4","3/1/2023","6/19/2024 12:42"
"33746","D-I","A3,5","Diente","2C","11012","39","42.4","2/2/2024","6/19/2024 12:42"
"38612","32L-S","62","Muela","2C","","23","9.4","","6/19/2024 12:42"
"17298","3N-I","65","Diente","2C","10543","21","25.6","3/22/2023","6/19/2024 12:41"
"16805","3N-S","65","Diente","2C","10521","19","14.1","3/11/2023","6/19/2024 12:41"
"35012","32M-I","62","Muela","2C","11028","65","28","3/1/2024","6/19/2024 12:41"
"25447","32M-I","62","Muela","2C","10727","53","22.8","8/15/2023","6/19/2024 12:41"
"26884","3B-S","A3,5","Diente","2C","10758","19","20.7","9/14/2023","6/19/2024 12:41"
"13808","30M-S","C1","Muela","2C","","32","17.3","","6/19/2024 12:41"
"30106","43D-S","A3,5","Diente","2C","","36","27.3","11/14/2023","6/19/2024 12:40"
"20151","32M-I","62","Muela","2C","10550","100","43.1","5/10/2023","6/19/2024 12:40"
"38662","C-I","A3,5","Diente","2C","","22","23.9","","6/19/2024 12:40"
"27848","A26Z-S","A1 ZEN","Diente","2C","10711","19","13.4","10/3/2023","6/19/2024 17:42"
"26360","32M-I","62","Muela","2C","","63","27.2","9/2/2023","6/19/2024 12:40"
"13778","223-S","A1 ZEN","Diente","2C","","121","124.7","","6/19/2024 12:39"
"36234","A25-I","65","Diente","2C","11028","28","25.5","3/25/2024","6/19/2024 12:39"
"32250","Z28-S","A3,5","Muela","2C","10989","35","20","1/5/2024","6/19/2024 12:39"
"35811","31Z-S","62","Muela","2C","11028","64","32.5","3/16/2024","6/19/2024 12:39"
"22230","Z30-I","A3,5","Muela","2C","10623","139","65.6","6/15/2023","6/19/2024 12:39"
"36248","A26-I","65","Diente","2C","11028","38","34.5","3/25/2024","6/19/2024 12:39"
"32252","Z28-I","A3,5","Muela","2C","10989","38","19.8","1/5/2024","6/19/2024 12:38"
"36247","A26-S","65","Diente","2C","11028","29","20.4","3/25/2024","6/19/2024 12:38"
"32122","Z28-I","A3,5","Muela","2C","10989","108","56.3","12/27/2023","6/19/2024 12:38"
"36246","A25-S","65","Diente","2C","11028","51","41.5","3/25/2024","6/19/2024 12:38"
"17115","A25-I","65","Diente","2C","","16","14.5","3/17/2023","6/19/2024 12:38"
"13789","A24-S","A1 ZEN","Diente","2C","","75","56.8","","6/19/2024 12:37"
"13773","224Z-S","A1 ZEN","Diente","2C","","34","28.6","","6/19/2024 12:37"
"36400","A25-I","65","Diente","2C","11028","29","26.4","3/27/2024","6/19/2024 12:37"
"25910","PU3-I","62","Muela","2C","10907","100","27","8/25/2023","6/19/2024 12:36"
"13775","A25-S","A1 ZEN","Diente","2C","","133","108.1","","6/19/2024 17:37"
"12562","PF-S","A2 ZEN","Muela","2C","","166","59.5","","6/19/2024 12:36"
"25936","PU3-S","62","Muela","2C","10907","188","50.1","8/25/2023","6/19/2024 12:36"
"14169","1H-I","65","Diente","2C","","47","36.4","","6/19/2024 12:36"
"12564","PF-S","A2 ZEN","Muela","2C","","66","23.7","","6/19/2024 12:36"
"12560","PF-I","A2 ZEN","Muela","2C","","124","41.5","","6/19/2024 12:35"
"26949","1H-S","65","Diente","2C","","51","27","9/16/2023","6/19/2024 12:35"
"37901","32L-I","62","Muela","2C","11074","474","176.2","5/2/2024","7/27/2024 15:06"
"13781","A26-S","A1 ZEN","Diente","2C","","13","9.2","","6/19/2024 12:35"
"12563","PF-I","A2 ZEN","Muela","2C","","190","63.5","","6/19/2024 12:35"
"30018","1H-S","65","Diente","2C","","53","28","11/10/2023","6/19/2024 12:35"
"37669","32L-I","62","Muela","2C","11074","166","61.7","4/27/2024","6/19/2024 12:35"
"14180","4H-I","65","Diente","2C","","103","87.3","","6/19/2024 12:35"
"25909","PU3-S","62","Muela","2C","","19","5.1","8/25/2023","6/19/2024 12:35"
"33731","224Z-S","A1 ZEN","Diente","2C","11012","25","21","2/1/2024","6/19/2024 12:35"
"19302","4H-I","65","Diente","2C","10550","16","13.6","4/26/2023","6/19/2024 12:35"
"35011","32L-S","62","Muela","2C","11028","63","25.7","3/1/2024","6/19/2024 12:34"
"37832","A25Z-S","A1 ZEN","Diente","2C","11079","20","16.3","5/1/2024","6/19/2024 12:34"
"35514","32M-I","A2 ZEN","Muela","2C","11055","59","25.4","3/10/2024","6/19/2024 12:34"
"33681","A25Z-S","A1 ZEN","Diente","2C","11012","39","31.7","1/31/2024","6/19/2024 12:34"
"14173","4H-S","65","Diente","2C","","37","19.9","","6/19/2024 12:34"
"38187","32M-I","A2 ZEN","Muela","2C","11097","123","53","5/8/2024","6/19/2024 12:34"
"13796","A26-S","A1 ZEN","Diente","2C","","129","90.8","","6/19/2024 12:34"
"38195","32M-I","A2 ZEN","Muela","2C","11094","85","36.6","5/9/2024","6/19/2024 12:33"
"14057","266-S","62","Diente","2C","","66","35.7","","6/19/2024 18:11"
"19446","30M-S","A2 ZEN","Muela","2C","10587","23","12.4","4/28/2023","6/19/2024 12:33"
"26829","4H-S","65","Diente","2C","","64","34.4","9/14/2023","6/19/2024 12:33"
"14167","4H-S","65","Diente","2C","","64","34.4","","6/19/2024 12:33"
"13669","3B-I","A1 ZEN","Diente","2C","","48","75","","6/19/2024 12:33"
"14044","264-S","62","Diente","2C","","324","221.9","","6/19/2024 12:33"
"17001","266-S","65","Diente","2C","10543","32","17.3","3/15/2023","6/19/2024 12:32"
"17761","266-S","65","Diente","2C","10543","64","34.6","3/30/2023","6/19/2024 12:32"
"33226","32M-S","A2 ZEN","Muela","2C","11011","375","191.3","1/23/2024","6/19/2024 12:32"
"37316","263-S","65","Diente","2C","11074","33","27.7","4/21/2024","6/19/2024 12:32"
"17160","263-S","62","Diente","2C","10543","50","42","3/18/2023","6/19/2024 12:32"
"30669","32M-I","A2 ZEN","Muela","2C","","47","20.3","11/25/2023","6/19/2024 12:32"
"14121","268-S","65","Diente","2C","","75","28.4","","6/19/2024 12:32"
"14037","266-S","62","Diente","2C","","420","227","","6/19/2024 12:31"
"34903","3D-I","65","Diente","2C","11028","19","22.4","2/28/2024","6/19/2024 12:31"
"16802","2D-I","65","Diente","2C","","98","118.1","3/11/2023","6/19/2024 12:31"
"13718","1N-I","A1 ZEN","Diente","2C","","33","31.4","","6/19/2024 12:31"
"30890","3D-S","65","Diente","2C","10981","15","12.2","12/1/2023","6/19/2024 12:31"
"16764","2D-I","65","Diente","2C","10521","30","36.1","3/11/2023","6/19/2024 12:30"
"25839","3M-I","62","Diente","2C","10907","18","23.4","8/23/2023","6/19/2024 12:30"
"13709","1N-I","A1 ZEN","Diente","2C","","49","46.7","","6/19/2024 17:30"
"21618","3D-I","65","Diente","2C","","56","65.9","6/6/2023","6/19/2024 12:30"
"30024","3M-I","62","Diente","2C","","21","27.3","11/10/2023","6/19/2024 12:30"
"30015","2D-S","65","Diente","2C","","68","57.1","11/10/2023","6/19/2024 12:30"
"34901","3N-S","62","Diente","2C","11028","33","24.4","2/28/2024","6/19/2024 12:30"
"12535","29L-S","A2 ZEN","Muela","2C","","51","23.2","","6/19/2024 17:30"
"38075","D-I","A1 ZEN","Diente","2C","11079","70","76.1","5/7/2024","6/19/2024 12:29"
"34940","3D-S","65","Diente","2C","11028","27","22","2/29/2024","6/19/2024 12:29"
"23169","3N-S","62","Diente","2C","","66","48.9","6/30/2023","6/19/2024 12:29"
"37882","D-I","A1 ZEN","Diente","2C","11079","13","14.1","5/2/2024","6/19/2024 12:29"
"26943","264-S","65","Diente","2C","10723","29","19.9","9/15/2023","6/19/2024 12:29"
"12537","29L-S","A2 ZEN","Muela","2C","","61","27.7","","6/19/2024 12:29"
"13727","3R-I","A1 ZEN","Diente","2C","","55","33.1","","6/19/2024 12:29"
"37410","135-S","65","Diente","2C","11074","66","41.3","4/23/2024","6/19/2024 12:28"
"12538","29L-S","A2 ZEN","Muela","2C","","92","41.8","","6/19/2024 12:28"
"37323","3M-I","62","Diente","2C","11074","22","28.6","4/21/2024","6/19/2024 12:28"
"12536","29L-S","A2 ZEN","Muela","2C","","104","47.3","","6/19/2024 12:28"
"13663","137-I","A1 ZEN","Diente","2C","","58","42","","6/19/2024 12:28"
"13714","3R-I","A1 ZEN","Diente","2C","","27","16.3","","6/19/2024 12:28"
"12488","29L-I","A2 ZEN","Muela","2C","","120","48","","6/19/2024 12:28"
"14152","135-S","65","Diente","2C","","43","26.9","","6/19/2024 12:28"
"33773","C-I","A1 ZEN","Diente","2C","11012","13","14.1","2/2/2024","6/19/2024 12:27"
"12539","29L-I","A2 ZEN","Muela","2C","","104","41.6","","6/19/2024 12:27"
"37939","3M-S","62","Diente","2C","11074","124","139.3","5/3/2024","6/19/2024 12:27"
"12534","29L-I","A2 ZEN","Muela","2C","","125","50","","6/19/2024 12:27"
"37591","3M-S","62","Diente","2C","11074","42","47.2","4/26/2024","6/19/2024 12:27"
"37899","3M-I","62","Diente","2C","11074","74","96.1","5/2/2024","6/19/2024 12:27"
"19303","137-I","65","Diente","2C","10550","103","74.6","4/26/2023","6/19/2024 12:27"
"37582","Z28-S","A2 ZEN","Muela","2C","11079","50","28.6","4/26/2024","6/19/2024 12:27"
"36126","3N-I","62","Diente","2C","11028","27","32.9","3/22/2024","6/19/2024 12:26"
"24177","Z28-S","A2 ZEN","Muela","2C","10632","61","34.9","7/21/2023","6/19/2024 12:26"
"25453","136-S","65","Diente","2C","","118","63.1","8/15/2023","6/19/2024 12:26"
"26337","3N-I","62","Diente","2C","","24","29.3","9/2/2023","6/19/2024 12:26"
"13735","3M-I","A1 ZEN","Diente","2C","","27","35.1","","6/19/2024 12:26"
"37641","3M-S","62","Diente","2C","11074","19","21.3","4/27/2024","6/19/2024 12:26"
"33728","D-I","A1 ZEN","Diente","2C","11012","44","47.8","2/1/2024","6/19/2024 12:26"
"32459","C-I","A1 ZEN","Diente","2C","ZENITH","24","26.1","1/10/2024","6/19/2024 12:25"
"36103","3N-I","62","Diente","2C","11028","29","35.4","3/22/2024","6/19/2024 12:25"
"34981","3N-I","62","Diente","2C","11028","22","26.8","3/1/2024","6/19/2024 12:25"
"23341","S8-I","A2 PLUS","Diente","4C","10672","71","39.9","7/5/2023","6/19/2024 12:25"
"33676","XV-I","A1 ZEN","Muela","2C","11012","72","34.1","1/31/2024","6/19/2024 12:25"
"22811","31L-I","A2 ZEN","Muela","2C","10646","81","27","6/24/2023","6/19/2024 17:25"
"16279","137-I","65","Diente","2C","10521","50","36.2","3/3/2023","6/19/2024 12:24"
"37596","3M-I","62","Diente","2C","11074","39","50.6","4/26/2024","6/19/2024 12:24"
"37883","XV-I","A1 ZEN","Muela","2C","11079","38","18","5/2/2024","6/19/2024 12:24"
"28820","31Z-S","A2 ZEN","Muela","2C","10950","24","12.2","10/21/2023","6/19/2024 12:24"
"13815","31L-I","A2 ZEN","Muela","2C","","40","13.3","","6/19/2024 12:24"
"37414","A25-I","62","Diente","2C","11074","99","90","4/23/2024","6/19/2024 12:23"
"37999","XV-I","A1 ZEN","Muela","2C","11079","68","32.2","5/4/2024","6/19/2024 12:23"
"28704","31L-I","A2 ZEN","Muela","2C","10950","203","67.7","10/19/2023","7/31/2024 12:35"
"32457","XV-I","A1 ZEN","Muela","2C","ZENITH","26","12.3","1/10/2024","6/19/2024 12:23"
"36190","A25-I","62","Diente","2C","11028","16","14.5","3/24/2024","6/19/2024 12:23"
"24261","Z28-S","A1 ZEN","Muela","2C","","31","17.7","7/21/2023","6/19/2024 12:22"
"29073","31Z-I","A2 ZEN","Muela","2C","","26","11.6","10/25/2023","6/19/2024 12:22"
"13794","10M-I","A1 ZEN","Muela","2C","","76","46.9","","6/19/2024 12:22"
"22989","31L-I","A2 ZEN","Muela","2C","","82","27.3","6/27/2023","6/19/2024 17:22"
"29831","Z30-I","A1 ZEN","Muela","2C","10936-10712","70","33","11/7/2023","6/19/2024 12:22"
"37830","XV-I","A1 ZEN","Muela","2C","11079","59","28","5/1/2024","6/19/2024 12:22"
"24934","268-S","A4","Diente","2C","10714","26","9.8","8/5/2023","6/19/2024 12:21"
"33685","Z30-I","A1 ZEN","Muela","2C","11012","14","6.6","1/31/2024","6/19/2024 12:21"
"37408","2N-S","65","Diente","2C","11074","52","40","4/23/2024","6/19/2024 12:21"
"28701","31L-S","A2 ZEN","Muela","2C","","117","44.5","10/19/2023","6/19/2024 12:21"
"19670","A26-S","62","Diente","2C","10550","61","43","4/30/2023","6/19/2024 12:21"
"1668","V8-S","A1 ZEN","Muela","2C","ZENITH","87","28.9","7/27/2022","6/19/2024 12:21"
"18770","31L-S","A2 ZEN","Muela","2C","10566","76","28.9","4/17/2023","6/19/2024 12:21"
"30432","2N-S","65","Diente","2C","10971","77","59.2","11/21/2023","6/19/2024 12:21"
"29851","V8-I","A1 ZEN","Muela","2C","","109","36.8","11/8/2023","6/19/2024 12:21"
"6777","31L-I","A2 ZEN","Muela","2C","UHLER","111","37","10/14/2022","6/19/2024 12:21"
"25631","2N-I","65","Diente","2C","","54","58.7","8/18/2023","6/19/2024 12:21"
"37670","A25-I","62","Diente","2C","11074","160","145.5","4/27/2024","6/19/2024 12:20"
"34904","2N-I","65","Diente","2C","11028","25","27.2","2/28/2024","6/19/2024 12:20"
"34941","2N-S","65","Diente","2C","11028","51","39.2","2/29/2024","6/19/2024 12:20"
"12662","31L-S","A2 ZEN","Muela","2C","","90","34.2","","6/19/2024 17:20"
"13661","32M-I","A1 ZEN","Muela","2C","","142","61.2","","6/19/2024 12:20"
"13674","45H-S","A1 ZEN","Diente","2C","","59","26.6","","6/19/2024 12:20"
"13667","30M-S","A1 ZEN","Muela","2C","","236","127.6","","6/19/2024 12:19"
"25838","A26-I","62","Diente","2C","","13","11.8","8/23/2023","6/19/2024 17:20"
"37017","A26-I","62","Diente","2C","11074","30","27.3","4/13/2024","6/19/2024 12:19"
"35008","A26-I","62","Diente","2C","11028","26","23.6","3/1/2024","6/19/2024 12:18"
"34983","A26-I","62","Diente","2C","11028","17","15.5","3/1/2024","6/19/2024 12:17"
"12554","29RF-S","A2 ZEN","Muela","2C","","16","7.1","","6/19/2024 17:16"
"14053","2D-I","59","Diente","2C","","73","88","","6/19/2024 12:15"
"14056","1H-I","59","Diente","2C","","163","126.4","","6/19/2024 12:15"
"31866","31M-S","A2 ZEN","Muela","2C","11001","147","70","12/21/2023","6/19/2024 12:15"
"14059","2N-I","59","Diente","2C","","258","280.4","","6/19/2024 12:15"
"6367","29RF-S","A2 ZEN","Muela","2C","UHALCO","103","45.8","10/7/2022","6/19/2024 12:15"
"14051","A25-I","59","Diente","2C","","55","50","","6/19/2024 12:15"
"14062","3D-I","59","Diente","2C","","238","280","","6/19/2024 12:14"
"12551","31RF-S","A2 ZEN","Muela","2C","","154","59.2","","6/19/2024 12:14"
"13658","32L-S","A1 ZEN","Muela","2C","","101","41.2","","6/19/2024 12:14"
"14018","34M-S","59","Muela","2C","","133","58.3","","6/19/2024 12:14"
"6331","29RF-I","A2 ZEN","Muela","2C","EM, UHLER","92","47.2","10/7/2022","6/19/2024 12:14"
"13670","30L-S","A1 ZEN","Muela","2C","","120","55.3","","6/19/2024 12:13"
"34253","29RF-I","A2","Muela","2C","11022","143","73.3","2/14/2024","6/19/2024 12:13"
"13980","3P-I","59","Diente","2C","","69","60.5","","6/19/2024 12:12"
"37321","3D-I","62","Diente","2C","11074","22","25.9","4/21/2024","6/19/2024 12:12"
"13995","137-I","59","Diente","2C","","51","37","","6/19/2024 12:12"
"6496","29RF-S","A2","Muela","2C","TOOTH","64","28.4","10/9/2022","6/19/2024 12:12"
"13983","4H-I","59","Diente","2C","","57","48.3","","6/19/2024 12:12"
"13975","4H-I","59","Diente","2C","","77","65.3","","6/19/2024 12:12"
"37411","3D-S","62","Diente","2C","11074","48","39","4/23/2024","6/19/2024 12:12"
"13993","BABY-D","59","Diente","2C","","54","114.9","","6/19/2024 12:12"
"13978","268-I","59","Diente","2C","","213","128.3","","6/19/2024 12:11"
"17082","3D-S","62","Diente","2C","10543","37","30.1","3/17/2023","6/19/2024 12:11"
"13985","4H-I","59","Diente","2C","","286","242.4","","6/19/2024 12:11"
"36758","32L-S","A2 ZEN","Muela","2C","RESISTAL INVENT","233","95.1","4/8/2024","7/31/2024 12:50"
"13989","1H-I","59","Diente","2C","","100","77.5","","6/19/2024 12:11"
"26334","2D-I","62","Diente","2C","","38","45.8","9/2/2023","6/19/2024 12:11"
"14046","32M-I","59","Muela","2C","","130","56","","6/19/2024 12:11"
"30023","3D-I","62","Diente","2C","","24","28.2","11/10/2023","6/19/2024 12:10"
"34979","3D-I","62","Diente","2C","11028","86","101.2","3/1/2024","7/26/2024 18:21"
"36674","32L-S","A2 ZEN","Muela","2C","RESISTAL INVENT","34","13.9","4/5/2024","6/19/2024 12:10"
"14157","3D-I","62","Diente","2C","","33","38.8","","6/19/2024 12:10"
"36566","32L-I","A2 ZEN","Muela","2C","11075","125","46.5","4/3/2024","6/19/2024 12:10"
"31224","2N-S","62","Diente","2C","NAL 2C","60","46.2","12/7/2023","6/19/2024 12:09"
"36327","32L-S","A2 ZEN","Muela","2C","RESISTAL INVENT","13","5.3","3/26/2024","6/19/2024 12:09"
"14041","32M-I","59","Muela","2C","","256","110.3","","6/19/2024 17:10"
"38304","33M-I","A2 ZEN","Muela","2C","11094","22","7.3","5/11/2024","6/19/2024 12:09"
"38190","32F-S","A2 ZEN","Muela","2C","11094","26","14","5/9/2024","7/16/2024 20:37"
"30394","2N-S","62","Diente","2C","","46","35.4","11/20/2023","6/19/2024 12:08"
"14092","1N-I","62","Diente","2C","","72","68.6","","6/19/2024 12:07"
"37322","2N-I","62","Diente","2C","11074","20","21.7","4/21/2024","6/19/2024 12:07"
"23447","30M-I","A2 ZEN","Muela","2C","","29","14.6","7/7/2023","6/19/2024 12:07"
"14048","32M-I","59","Muela","2C","","157","67.7","","6/19/2024 12:06"
"34980","2N-I","62","Diente","2C","11028","27","29.3","3/1/2024","6/19/2024 12:06"
"33057","30M-S","A2 ZEN","Muela","2C","11011","57","30.8","1/19/2024","6/19/2024 12:06"
"33095","30M-S","A2 ZEN","Muela","2C","11011","39","21.1","1/20/2024","6/19/2024 12:06"
"25903","2N-S","62","Diente","2C","","29","22.3","8/25/2023","6/19/2024 17:45"
"33114","30M-S","A2 ZEN","Muela","2C","11011","170","91.9","1/20/2024","8/16/2024 12:52"
"14083","4H-S","62","Diente","2C","","33","17.7","","6/19/2024 12:05"
"14080","4H-I","62","Diente","2C","","39","33.1","","6/19/2024 12:04"
"14042","32M-I","59","Muela","2C","","171","73.7","","6/19/2024 12:04"
"13711","3B-S","A1 ZEN","Diente","2C","","53","57.6","","6/19/2024 12:04"
"18054","PBS-I","A2","Muela","2C","10621","45","21.4","4/4/2023","6/19/2024 12:04"
"27181","4H-S","62","Diente","2C","10723","113","60.8","9/20/2023","6/19/2024 12:03"
"12696","PBS-I","A2 ZEN","Muela","2C","","28","13.3","","6/19/2024 12:03"
"35541","PDS-S","A2 ZEN","Muela","2C","11027","21","9.1","3/11/2024","6/19/2024 12:03"
"19008","A25-S","A2 ZEN","Diente","2C","10587","63","51.2","4/21/2023","6/19/2024 12:03"
"27363","4H-S","62","Diente","2C","10723","89","47.8","9/25/2023","6/19/2024 12:03"
"35009","4H-I","62","Diente","2C","11028","20","16.9","3/1/2024","6/19/2024 12:02"
"13730","3D-S","A1 ZEN","Diente","2C","","36","29.3","","6/19/2024 12:02"
"14085","1H-S","62","Diente","2C","","21","11.1","","6/19/2024 12:02"
"34984","4H-I","62","Diente","2C","11028","26","22","3/1/2024","6/19/2024 12:02"
"18886","PDS-S","A2 ZEN","Muela","2C","10566","58","25.2","4/19/2023","6/19/2024 12:01"
"35894","PDS-S","A2 ZEN","Muela","2C","11027","148","64.3","3/19/2024","6/19/2024 12:01"
"35572","PDS-S","A2 ZEN","Muela","2C","11027","162","70.4","3/12/2024","6/19/2024 17:00"
"35776","PDS-S","A2 ZEN","Muela","2C","11027","69","30","3/16/2024","6/19/2024 12:00"
"13733","4H-S","A1 ZEN","Diente","2C","","104","55.9","","6/19/2024 11:59"
"12694","PBS-S","A2 ZEN","Muela","2C","","22","14.7","","6/19/2024 11:59"
"14035","A26-S","59","Diente","2C","","114","80.3","","6/19/2024 11:59"
"23888","1H-I","A1 ZEN","Diente","2C","10632","63","48.8","7/15/2023","6/19/2024 11:58"
"14031","137-S","59","Diente","2C","","142","74.3","","6/19/2024 11:58"
"14028","224-S","59","Diente","2C","","100","84","","6/19/2024 11:58"
"13713","4H-S","A1 ZEN","Diente","2C","","50","26.9","","6/19/2024 11:58"
"22692","Z30-S","C3","Muela","2C","10623","46","24.2","6/22/2023","6/19/2024 11:58"
"13689","3M-S","A1 ZEN","Diente","2C","","44","49.4","","6/19/2024 11:58"
"32359","3C-S","A1 ZEN","Diente","2C","10989","42","34.1","1/6/2024","6/19/2024 11:57"
"17897","Z30-I","C2","Muela","2C","10621","77","36.3","4/1/2023","6/19/2024 11:57"
"14024","A24-S","59","Diente","2C","","333","252.3","","6/19/2024 16:57"
"37833","3C-S","A1 ZEN","Diente","2C","11079","31","25.2","5/1/2024","6/19/2024 11:56"
"23633","Z30-I","C2","Muela","2C","10665","142","67","7/11/2023","6/19/2024 11:56"
"13747","266-S","A1 ZEN","Diente","2C","","81","43.8","","6/19/2024 11:55"
"14004","4H-S","59","Diente","2C","","162","87.1","","6/19/2024 11:55"
"32545","V8-S","A2 ZEN","Muela","2C","ZENITH","114","37.9","1/11/2024","6/19/2024 11:55"
"32361","3D-S","A1 ZEN","Diente","2C","10989","26","21.1","1/6/2024","6/19/2024 11:55"
"32473","V8-I","A2 ZEN","Muela","2C","ZENITH","38","12.8","1/9/2024","6/19/2024 11:55"
"26810","21J-S","A1 ZEN","Diente","2C","","173","64.6","9/13/2023","6/19/2024 11:54"
"33794","V8-S","A2 ZEN","Muela","2C","11012","39","13","2/2/2024","6/19/2024 11:54"
"32362","1N-S","A1 ZEN","Diente","2C","10989","45","30.6","1/6/2024","6/19/2024 11:54"
"13758","3B-S","A1 ZEN","Diente","2C","","14","15.2","","6/19/2024 11:54"
"36808","Z30-S","C3","Muela","2C","11066","91","47.9","4/9/2024","6/19/2024 11:54"
